cell,vertex,x,y
130,2,-3.2000000000000002,0
131,0,-3.7999999999999998,-0.80000000000000004
131,1,-3.2000000000000002,0
131,2,-3.6000000000000001,-0.20000000000000001
132,0,-3.6000000000000001,-0.20000000000000001
132,1,-3.2000000000000002,0
132,2,-3.2000000000000002,0.59999999999999998
133,0,-3.2000000000000002,0
133,1,-2.7999999999999998,1.2
133,2,-3,1
134,0,-2.7999999999999998,1.2
134,1,-2.3999999999999999,1.8
134,2,-2.2000000000000002,2.3999999999999999
135,0,-3,1
135,1,-2.7999999999999998,1.2
135,2,-2.7999999999999998,1.3999999999999999
136,0,-2.2000000000000002,2.3999999999999999
136,1,-2,3
136,2,-2.2000000000000002,2.6000000000000001
137,0,-2.7999999999999998,1.2
137,1,-2.2000000000000002,2.3999999999999999
137,2,-2.7999999999999998,1.3999999999999999
138,0,-2.7999999999999998,1.3999999999999999
138,1,-2.2000000000000002,2.3999999999999999
138,2,-2.2000000000000002,2.6000000000000001
139,0,-1.8,2.7999999999999998
139,1,-1.6000000000000001,2.3999999999999999
139,2,-1.3999999999999999,2.3999999999999999
140,0,-2.2000000000000002,2.3999999999999999
140,1,-2,1.8
140,2,-1.6000000000000001,2.3999999999999999
140,3,-1.8,2.7999999999999998
141,0,-2.2000000000000002,2.3999999999999999
141,1,-1.8,2.7999999999999998
141,2,-2,3
142,0,-1.3999999999999999,2.3999999999999999
142,1,-1,2.3999999999999999
142,2,-1.2,2.6000000000000001
143,0,-2,1.8
143,1,-1.8,1.3999999999999999
143,2,-1.3999999999999999,2
144,0,-1.6000000000000001,2.3999999999999999
144,1,-1.3999999999999999,2
144,2,-1.3999999999999999,2.3999999999999999
145,0,-1.8,2.7999999999999998
145,1,-1.2,2.6000000000000001
145,2,-1.6000000000000001,2.7999999999999998
146,0,2.3999999999999999,-0.59999999999999998
146,1,2.7999999999999998,-0.20000000000000001
146,2,2.3999999999999999,-0.20000000000000001
147,0,2,0.80000000000000004
147,1,2.6000000000000001,0.20000000000000001
147,2,3,0
147,3,2.7999999999999998,0.20000000000000001
148,0,2,0.40000000000000002
148,1,2.7999999999999998,-0.20000000000000001
148,2,3,0
149,0,3.2000000000000002,-1.3999999999999999
149,1,4,-1
149,2,3.7999999999999998,-0.80000000000000004
150,0,1.6000000000000001,-0.40000000000000002
150,1,1.8,-0.80000000000000004
150,2,2.3999999999999999,-0.59999999999999998
150,3,2.3999999999999999,-0.20000000000000001
151,0,2.3999999999999999,-0.59999999999999998
151,1,3.2000000000000002,-0.59999999999999998
151,2,2.7999999999999998,-0.20000000000000001
152,0,3,-1.2
152,1,3.7999999999999998,-0.80000000000000004
152,2,3.2000000000000002,-0.59999999999999998
153,0,1.3999999999999999,-2.6000000000000001
153,1,1.6000000000000001,-2.6000000000000001
153,2,1.8,-2.3999999999999999
154,0,-2,-1.8
154,1,-0.40000000000000002,-1.3999999999999999
154,2,-2,-1.3999999999999999
155,0,-0.40000000000000002,-1.3999999999999999
155,1,-0.20000000000000001,-1.3999999999999999
155,2,-0.20000000000000001,-1.2
156,0,0.40000000000000002,-2.7999999999999998
156,1,1,-3
156,2,1,-2.7999999999999998
157,0,0.20000000000000001,-2.7999999999999998
157,1,1,-3
157,2,0.40000000000000002,-2.7999999999999998
158,0,1.6000000000000001,-2.6000000000000001
158,1,3.3999999999999999,-1.3999999999999999
