x,y,ell_A,ell_A_exact
-2.7999999999999998,0,0.0014089006656371687,1667189399/1183326432915
-2.7999999999999998,0.20000000000000001,0.0014070438001612684,1664992121/1183326432915
-2.7999999999999998,0.40000000000000002,0.0014051869346853683,1662794843/1183326432915
-2.7999999999999998,0.59999999999999998,0.001403330069209468,30192683/21515026053
-2.7999999999999998,0.80000000000000004,0.0014014732037335679,1658400287/1183326432915
-2.7999999999999998,1,0.0013996163382576675,1656203009/1183326432915
-2.7999999999999998,1.2,0.0013977594727817674,1654005731/1183326432915
-2.7999999999999998,1.3999999999999999,0.0013959026073058671,1651808453/1183326432915
-2.6000000000000001,-2,0.0014270396325384023,1688653718/1183326432915
-2.6000000000000001,-1.8,0.0014251827670625019,337291288/236665286583
-2.6000000000000001,-1.6000000000000001,0.0014233259015866018,1684259162/1183326432915
-2.6000000000000001,-1.3999999999999999,0.0014214690361107015,1682061884/1183326432915
-2.6000000000000001,-1.2,0.0014196121706348014,1679864606/1183326432915
-2.6000000000000001,-1,0.0014177553051589011,1677667328/1183326432915
-2.6000000000000001,-0.80000000000000004,0.001415898439683001,335094010/236665286583
-2.6000000000000001,-0.59999999999999998,0.0014140415742071009,1673272772/1183326432915
-2.6000000000000001,-0.40000000000000002,0.0014121847087312006,151915954/107575130265
-2.6000000000000001,-0.20000000000000001,0.0014103278432553005,1668878216/1183326432915
-2.6000000000000001,0,0.0014084709777794002,1666680938/1183326432915
-2.6000000000000001,0.20000000000000001,0.0014066141123035001,332896732/236665286583
-2.6000000000000001,0.40000000000000002,0.0014047572468275998,1662286382/1183326432915
-2.6000000000000001,0.59999999999999998,0.0014029003813516997,1660089104/1183326432915
-2.6000000000000001,0.80000000000000004,0.0014010435158757994,40436386/28861620315
-2.6000000000000001,1,0.0013991866503998993,1655694548/1183326432915
-2.6000000000000001,1.2,0.001397329784923999,330699454/236665286583
-2.6000000000000001,1.3999999999999999,0.0013954729194480989,1651299992/1183326432915
-2.6000000000000001,1.6000000000000001,0.0013936160539721985,1649102714/1183326432915
-2.6000000000000001,1.8,0.0013917591884962984,149718676/107575130265
-2.3999999999999999,-2,0.0014266099446806338,1688145257/1183326432915
-2.3999999999999999,-1.8,0.0014247530792047337,1685947979/1183326432915
-2.3999999999999999,-1.6000000000000001,0.0014228962137288333,1683750701/1183326432915
-2.3999999999999999,-1.3999999999999999,0.0014210393482529332,152868493/107575130265
-2.3999999999999999,-1.2,0.0014191824827770329,335871229/236665286583
-2.3999999999999999,-1,0.0014173256173011328,1677158867/1183326432915
-2.3999999999999999,-0.80000000000000004,0.0014154687518252325,1674961589/1183326432915
-2.3999999999999999,-0.59999999999999998,0.0014136118863493324,1672764311/1183326432915
-2.3999999999999999,-0.40000000000000002,0.0014117550208734321,1670567033/1183326432915
-2.3999999999999999,-0.20000000000000001,0.001409898155397532,333673951/236665286583
-2.3999999999999999,0,0.0014080412899216317,1666172477/1183326432915
-2.3999999999999999,0.20000000000000001,0.0014061844244457316,1663975199/1183326432915
-2.3999999999999999,0.40000000000000002,0.0014043275589698313,1661777921/1183326432915
-2.3999999999999999,0.59999999999999998,0.0014024706934939312,1659580643/1183326432915
-2.3999999999999999,0.80000000000000004,0.0014006138280180309,30134243/21515026053
-2.3999999999999999,1,0.0013987569625421308,1655186087/1183326432915
-2.3999999999999999,1.2,0.0013969000970662307,1652988809/1183326432915
-2.3999999999999999,1.3999999999999999,0.0013950432315903304,1650791531/1183326432915
-2.3999999999999999,1.6000000000000001,0.0013931863661144303,1648594253/1183326432915
-2.3999999999999999,1.8,0.0013913295006385299,329279395/236665286583
-2.3999999999999999,2,0.0013894726351626298,1644199697/1183326432915
-2.3999999999999999,2.2000000000000002,0.0013876157696867295,1642002419/1183326432915
-2.2000000000000002,-2.2000000000000002,0.0014280371222987656,1689834074/1183326432915
-2.2000000000000002,-2,0.0014261802568228655,1687636796/1183326432915
-2.2000000000000002,-1.8,0.0014243233913469652,1685439518/1183326432915
-2.2000000000000002,-1.6000000000000001,0.0014224665258710651,336648448/236665286583
-2.2000000000000002,-1.3999999999999999,0.0014206096603951647,1681044962/1183326432915
-2.2000000000000002,-1.2,0.0014187527949192646,1678847684/1183326432915
-2.2000000000000002,-1,0.0014168959294433643,1676650406/1183326432915
-2.2000000000000002,-0.80000000000000004,0.0014150390639674642,1674453128/1183326432915
-2.2000000000000002,-0.59999999999999998,0.0014131821984915639,334451170/236665286583
-2.2000000000000002,-0.40000000000000002,0.0014113253330156638,1670058572/1183326432915
-2.2000000000000002,-0.20000000000000001,0.0014094684675397635,151623754/107575130265
-2.2000000000000002,0,0.0014076116020638634,1665664016/1183326432915
-2.2000000000000002,0.20000000000000001,0.0014057547365879631,1663466738/1183326432915
-2.2000000000000002,0.40000000000000002,0.001403897871112063,332253892/236665286583
-2.2000000000000002,0.59999999999999998,0.0014020410056361627,1659072182/1183326432915
-2.2000000000000002,0.80000000000000004,0.0014001841401602626,1656874904/1183326432915
-2.2000000000000002,1,0.0013983272746843623,1654677626/1183326432915
-2.2000000000000002,1.2,0.0013964704092084622,1652480348/1183326432915
-2.2000000000000002,1.3999999999999999,0.0013946135437325619,330056614/236665286583
-2.2000000000000002,1.6000000000000001,0.0013927566782566618,1648085792/1183326432915
-2.2000000000000002,1.8,0.0013908998127807614,1645888514/1183326432915
-2.2000000000000002,2,0.0013890429473048613,149426476/107575130265
-2.2000000000000002,2.2000000000000002,0.001387186081828961,40036438/28861620315
-2.2000000000000002,2.3999999999999999,0.0013853292163530609,327859336/236665286583
-2.2000000000000002,2.6000000000000001,0.0013834723508771606,1637099402/1183326432915
-2,-2.2000000000000002,0.0014276074344409971,1689325613/1183326432915
-2,-2,0.001425750568965097,337425667/236665286583
-2,-1.8,0.0014238937034891967,1684931057/1183326432915
-2,-1.6000000000000001,0.0014220368380132966,1682733779/1183326432915
-2,-1.3999999999999999,0.0014201799725373962,1680536501/1183326432915
-2,-1.2,0.0014183231070614961,3721373/2623783665
-2,-1,0.0014164662415855958,335228389/236665286583
-2,-0.80000000000000004,0.0014146093761096957,1673944667/1183326432915
-2,-0.59999999999999998,0.0014127525106337956,1671747389/1183326432915
-2,-0.40000000000000002,0.0014108956451578953,1669550111/1183326432915
-2,-0.20000000000000001,0.0014090387796819952,1667352833/1183326432915
-2,0,0.0014071819142060949,333031111/236665286583
-2,0.20000000000000001,0.0014053250487301948,1662958277/1183326432915
-2,0.40000000000000002,0.0014034681832542945,1660760999/1183326432915
-2,0.59999999999999998,0.0014016113177783944,1658563721/1183326432915
-2,0.80000000000000004,0.0013997544523024941,1656366443/1183326432915
-2,1,0.001397897586826594,30075803/21515026053
-2,1.2,0.0013960407213506937,1651971887/1183326432915
-2,1.3999999999999999,0.0013941838558747936,1649774609/1183326432915
-2,1.6000000000000001,0.0013923269903988933,1647577331/1183326432915
-2,1.8,0.0013904701249229932,1645380053/1183326432915
-2,2,0.0013886132594470928,328636555/236665286583
-2,2.2000000000000002,0.0013867563939711927,1640985497/1183326432915
-2,2.3999999999999999,0.0013848995284952924,1638788219/1183326432915
-2,2.6000000000000001,0.0013830426630193923,1636590941/1183326432915
-2,2.7999999999999998,0.001381185797543492,1634393663/1183326432915
-2,3,0.0013793289320675919,326439277/236665286583
-1.8,-2.2000000000000002,0.0014271777465832288,153528832/107575130265
-1.8,-2,0.0014253208811073285,1686619874/1183326432915
-1.8,-1.8,0.0014234640156314284,1684422596/1183326432915
-1.8,-1.6000000000000001,0.0014216071501555281,1682225318/1183326432915
-1.8,-1.3999999999999999,0.001419750284679628,336005608/236665286583
-1.8,-1.2,0.0014178934192037277,1677830762/1183326432915
-1.8,-1,0.0014160365537278276,1675633484/1183326432915
-1.8,-0.80000000000000004,0.0014141796882519272,1673436206/1183326432915
-1.8,-0.59999999999999998,0.0014123228227760271,1671238928/1183326432915
-1.8,-0.40000000000000002,0.0014104659573001268,333808330/236665286583
-1.8,-0.20000000000000001,0.0014086090918242267,1666844372/1183326432915
-1.8,0,0.0014067522263483264,151331554/107575130265
-1.8,0.20000000000000001,0.0014048953608724263,1662449816/1183326432915
-1.8,0.40000000000000002,0.001403038495396526,1660252538/1183326432915
-1.8,0.59999999999999998,0.0014011816299206259,331611052/236665286583
