x,y,sigma,sigma_vee,psi
-3.875,2.25,0.00039109715134565722,0.00039046113456892218,-0.20662802895623558
-3.875,2.375,0.00039155893818576873,0.00039051136247952639,-0.20459641042811655
-3.875,2.5,0.00039242459571714239,0.00039056707309642158,-0.20234302739594001
-3.875,2.625,0.00039239466437280618,0.00039081025771957789,-0.19250669575851348
-3.875,2.75,0.00039769216847058395,0.00039127352629572351,-0.17376840839057561
-3.875,2.875,0.00039326453338265173,0.00039173679487186923,-0.15503012102263336
-3.875,3,0.00039535646953980718,0.00039220006344801485,-0.13629183365469549
-3.875,3.125,0.00039540373606226139,0.00039266333202416046,-0.11755354628675763
-3.875,3.25,0.00039405242999234391,0.00039314027617534029,-0.098262109259835778
-3.875,3.375,0.00040007340632506092,0.00039363089590155423,-0.078417522573934334
-3.875,3.5,0.00039521741441742448,0.00039412151562776817,-0.05857293588803289
-3.875,3.625,0.00039637918281341169,0.00039461213535398211,-0.038728349202131446
-3.875,3.75,0.00039800277146799713,0.00039512478773051808,-0.01799258587600458
-3.875,3.875,0.00039586713699988122,0.00039565937103350674,0.0036302395632804296
-3.875,4,0.00039726609148892084,0.00039623771446553114,0.027023074701803484
-3.875,4.125,0.00039835481005595495,0.0003969147734236468,0.054408755439665668
-3.875,4.25,0.00039778926343394491,0.00039778926343394491,0.089780127376203916
-3.875,4.375,0.00040079273516983286,0.00039880063692511773,0.1306881623471618
-3.875,4.5,0.00039981201041629048,0.00039981201041629048,0.17159619731811748
-3.875,4.625,0.00040107994652279242,0.00040107994652279242,0.2228816769539079
-3.875,4.75,0.00040237601450514028,0.00040237601450514028,0.27530503470391399
-3.875,4.875,0.00040399129943924128,0.00040379598889965019,0.33274015901305082
-3.875,5,0.00040566204455941892,0.0004055462074065873,0.40353299718164326
-3.875,5.125,0.00040793053009935843,0.00040793053009935843,0.49997408145884981
-3.75,-1.25,0.00040379637152919781,0.00040379637152919781,0.33275563561299298
-3.75,-1.125,0.00040265330696819028,0.0004025077727971966,0.28063439410100799
-3.75,-1,0.00040124377747981417,0.00040121917406519539,0.22851315258902294
-3.75,-0.875,0.00039993057533319423,0.00039993057533319423,0.17639191107704011
-3.75,-0.75,0.00039908542815843826,0.00039883377026190072,0.13202833955336052
-3.75,-0.625,0.00039790377492696099,0.00039773696519060711,0.087664768029676543
-3.75,-0.5,0.00039724569629026504,0.00039677006184361271,0.048555461450446785
-3.75,-0.375,0.0003968405995496445,0.00039593306022091745,0.014700419815669052
-3.75,-0.25,0.00039509605859822214,0.00039509605859822214,-0.019154621819110873
-3.75,-0.125,0.00039437668075762767,0.00039432415847318568,-0.05037643807658565
-3.75,0,0.00039526869140742372,0.00039355225834814922,-0.081598254334060427
-3.75,0.125,0.00039278035822311276,0.00039278035822311276,-0.1128200705915352
-3.75,0.25,0.00039293192466561947,0.0003920736594817671,-0.14140462128148434
-3.75,0.375,0.00039171284420168556,0.00039145392863786631,-0.16647149445558368
-3.75,0.5,0.00039123210131804655,0.00039087768174268805,-0.18977952887175373
-3.75,0.625,0.0003903014348475098,0.0003903014348475098,-0.21308756328792378
-3.75,0.75,0.0003907218452282039,0.00039011966813692553,-0.22043966319763619
-3.75,0.875,0.0003917495473140528,0.00038993790142634126,-0.22779176310734861
-3.75,1,0.00038992372597543507,0.00038975613471575705,-0.23514386301705884
-3.75,1.125,0.00039103444771091642,0.00038957436800517273,-0.24249596292677345
-3.75,1.25,0.00039014842340706217,0.00038949629118561514,-0.24565401412423871
-3.75,1.375,0.00038995572667219235,0.00038941821436605756,-0.24881206532170397
-3.75,1.5,0.00039237654707285793,0.00038936100957047301,-0.25112588489350773
-3.75,1.625,0.00039070799450537899,0.00038930380477488857,-0.25343970446530706
-3.75,1.75,0.00039054445149249893,0.00038924659997930408,-0.2557535240371086
-3.75,1.875,0.00039032524517131577,0.00038928591592303377,-0.25416327274513001
-3.75,2,0.00038959725373543218,0.00038932523186676346,-0.25257302145315141
-3.75,2.125,0.00038936454781049321,0.00038936454781049321,-0.25098277016117065
-3.75,2.25,0.0003903568292128779,0.00038942025842738834,-0.24872938712899628
-3.75,2.375,0.00039175446743835204,0.00038947596904428353,-0.24647600409681975
