cell,vertex,x,y
144,2,-3.5,-0.5
145,0,-4.25,4.875
145,1,-3.875,4.5
145,2,-4,4.875
146,0,-3.875,-1.125
146,1,-3.75,-1.25
146,2,-3.875,-0.875
147,0,-3.875,-0.5
147,1,-3.75,-0.875
147,2,-3.625,-0.625
148,0,-3.875,-0.875
148,1,-3.75,-0.875
148,2,-3.875,-0.5
149,0,-4.125,5.125
149,1,-3.625,4.75
149,2,-4.125,5.25
150,0,-3.875,-0.5
150,1,-3.75,-0.25
150,2,-3.875,0.375
151,0,-3.625,4.75
151,1,-3.375,4.375
151,2,-3.25,4.25
152,0,-4,1.625
152,1,-3.75,0.625
152,2,-3.625,0.875
153,0,-4.25,5.375
153,1,-3.875,5.125
153,2,-4,5.25
154,0,-3.75,3.875
154,1,-2.75,3.375
154,2,-3.25,4
155,0,-4.25,3.75
155,1,-4,2.75
155,2,-3.75,3.625
156,0,-3.875,4.25
156,1,-3.75,3.875
156,2,-3.625,4.125
157,0,-4.25,3.75
157,1,-3.75,3.625
157,2,-3.75,3.875
158,0,-3.875,0.375
158,1,-3.75,-0.25
158,2,-3.75,0.125
159,0,-3.5,4.875
159,1,-3.375,4.75
159,2,-3,4.5
160,0,-3.875,1.875
160,1,-3.625,0.875
160,2,-3.375,1.375
161,0,-4,4.875
161,1,-3.875,4.625
161,2,-3.875,4.75
162,0,-4,2.5
162,1,-3.75,2.125
162,2,-3.75,2.5
163,0,-4,5.25
163,1,-3.875,5.125
163,2,-3.5,4.875
164,0,-4,2.5
164,1,-3.875,1.875
164,2,-3.75,2.125
165,0,-3.875,4.5
165,1,-3.375,4.375
165,2,-3.625,4.75
166,0,-4.125,5.125
166,1,-4,4.875
166,2,-3.625,4.75
167,0,-3.75,2.125
167,1,-3.375,1.375
167,2,-3.75,2.5
168,0,-4.125,1
168,1,-3.875,0.375
168,2,-3.75,0.625
169,0,-3.75,-1.25
169,1,-3.625,-1.375
169,2,-3.625,-1
170,0,-3.625,-1
170,1,-3.375,-1.25
170,2,-3.375,-1.125
171,0,-3.75,-0.875
171,1,-3.625,-1
171,2,-3.625,-0.625
172,0,-3.875,4.5
172,1,-3.625,4.75
172,2,-3.875,4.625
