x,y,sigma,sigma_exact,ell_A,ell_A_exact
-11,-6,0.0014185804456471097,,0.0014187527949192646,1678847684/1183326432915
-11,-5,0.0014167141010675223,,0.0014168959294433643,1676650406/1183326432915
-11,-4,0.0014148716556025601,,0.0014150390639674642,1674453128/1183326432915
-11,-3,0.0014130185745393254,,0.0014131821984915639,334451170/236665286583
-11,-2,0.0014112318051952377,,0.0014113253330156638,1670058572/1183326432915
-11,-1,0.0014093295394872138,,0.0014094684675397635,151623754/107575130265
-11,0,0.0014075251336318104,,0.0014076116020638634,1665664016/1183326432915
-11,1,0.001405690958079816,,0.0014057547365879631,1663466738/1183326432915
-11,2,0.0014038645631381007,,0.001403897871112063,332253892/236665286583
-11,3,0.0014020406395207235,,0.0014020410056361627,1659072182/1183326432915
-11,4,0.0014002225878329371,,0.0014001841401602626,1656874904/1183326432915
-11,5,0.0013983913206020333,,0.0013983272746843623,1654677626/1183326432915
-11,6,0.0013965920249963872,,0.0013964704092084622,1652480348/1183326432915
-11,7,0.0013947788153030717,,0.0013946135437325619,330056614/236665286583
-11,8,0.0013929546059334059,,0.0013927566782566618,1648085792/1183326432915
-11,9,0.0013911833787815073,,0.0013908998127807614,1645888514/1183326432915
-11,10,0.0013893610719247342,,0.0013890429473048613,149426476/107575130265
-11,11,0.0013875946996751987,,0.001387186081828961,40036438/28861620315
-11,12,0.0013857538706761603,,0.0013853292163530609,327859336/236665286583
-11,13,0.0013839819448492256,,0.0013834723508771606,1637099402/1183326432915
-10,-11,0.0014275924317153532,,0.0014276074344409971,1689325613/1183326432915
-10,-10,0.0014256658794556034,,0.001425750568965097,337425667/236665286583
-10,-9,0.0014237282462206896,,0.0014238937034891967,1684931057/1183326432915
-10,-8,0.0014218950819405178,,0.0014220368380132966,1682733779/1183326432915
-10,-7,0.0014199812383772141,,0.0014201799725373962,1680536501/1183326432915
-10,-6,0.0014181255600478843,,0.0014183231070614961,3721373/2623783665
-10,-5,0.0014162825812255285,,0.0014164662415855958,335228389/236665286583
-10,-4,0.001414419126788465,,0.0014146093761096957,1673944667/1183326432915
-10,-3,0.0014125786139708933,,0.0014127525106337956,1671747389/1183326432915
-10,-2,0.0014107503130028412,,0.0014108956451578953,1669550111/1183326432915
-10,-1,0.0014089031292676853,,0.0014090387796819952,1667352833/1183326432915
-10,0,0.0014070718960981581,,0.0014071819142060949,333031111/236665286583
-10,1,0.0014052333794209249,,0.0014053250487301948,1662958277/1183326432915
-10,2,0.0014034159267488019,,0.0014034681832542945,1660760999/1183326432915
-10,3,0.0014016053708667689,,0.0014016113177783944,1658563721/1183326432915
-10,4,0.0013997503165202158,,0.0013997544523024941,1656366443/1183326432915
-10,5,0.0013979809309969623,,0.001397897586826594,30075803/21515026053
-10,6,0.0013961262663202976,,0.0013960407213506937,1651971887/1183326432915
-10,7,0.0013943316639031507,,0.0013941838558747936,1649774609/1183326432915
-10,8,0.0013924885134976197,,0.0013923269903988933,1647577331/1183326432915
-10,9,0.001390674191353471,,0.0013904701249229932,1645380053/1183326432915
-10,10,0.001388886837787166,,0.0013886132594470928,328636555/236665286583
-10,11,0.0013871172253264756,,0.0013867563939711927,1640985497/1183326432915
-10,12,0.0013853371538892338,,0.0013848995284952924,1638788219/1183326432915
-10,13,0.0013835031560262749,,0.0013830426630193923,1636590941/1183326432915
-10,14,0.0013817335556132191,,0.001381185797543492,1634393663/1183326432915
-10,15,0.001379932377339108,,0.0013793289320675919,326439277/236665286583
-9,-11,0.0014271854138305949,,0.0014271777465832288,153528832/107575130265
-9,-10,0.0014252142164960875,,0.0014253208811073285,1686619874/1183326432915
-9,-9,0.001423350423661687,,0.0014234640156314284,1684422596/1183326432915
-9,-8,0.0014214556061995362,,0.0014216071501555281,1682225318/1183326432915
-9,-7,0.0014195756351865986,,0.001419750284679628,336005608/236665286583
-9,-6,0.0014177128076858618,,0.0014178934192037277,1677830762/1183326432915
-9,-5,0.0014158312099702246,,0.0014160365537278276,1675633484/1183326432915
-9,-4,0.0014139985364204101,,0.0014141796882519272,1673436206/1183326432915
-9,-3,0.0014121364145031868,,0.0014123228227760271,1671238928/1183326432915
-9,-2,0.0014102994623222693,,0.0014104659573001268,333808330/236665286583
-9,-1,0.0014084669157353024,,0.0014086090918242267,1666844372/1183326432915
-9,0,0.0014066541320899375,,0.0014067522263483264,151331554/107575130265
-9,1,0.0014047929344179148,,0.0014048953608724263,1662449816/1183326432915
-9,2,0.0014029931648395632,,0.001403038495396526,1660252538/1183326432915
-9,3,0.0014011522627464777,,0.0014011816299206259,331611052/236665286583
-9,4,0.0013993054666195802,,0.0013993247644447256,1655857982/1183326432915
-9,5,0.0013974923688774375,,0.0013974678989688255,1653660704/1183326432915
-9,6,0.0013957089564457792,,0.0013956110334929254,1651463426/1183326432915
-9,7,0.0013938412285165072,,0.0013937541680170251,1649266148/1183326432915
-9,8,0.0013920593324760527,,0.001391897302541125,329413774/236665286583
-9,9,0.0013902807108534686,,0.0013900404370652247,1644871592/1183326432915
-9,10,0.0013884315170233673,,0.0013881835715893246,1642674314/1183326432915
-9,11,0.0013866640244935744,,0.0013863267061134242,149134276/107575130265
-9,12,0.0013848471769402355,,0.0013844698406375242,1638279758/1183326432915
-9,13,0.0013830932233958924,,0.0013826129751616238,327216496/236665286583
-9,14,0.0013812415605274665,,0.0013807561096857237,1633885202/1183326432915
-8,-11,0.0014267439984493781,,0.0014267480587254603,1688308691/1183326432915
-8,-10,0.0014247964940522003,,0.0014248911932495602,1686111413/1183326432915
-8,-9,0.0014228944332092394,,0.0014230343277736599,336782827/236665286583
-8,-8,0.0014210021434916606,,0.0014211774622977598,1681716857/1183326432915
-8,-7,0.0014191475978401081,,0.0014193205968218595,1679519579/1183326432915
-8,-6,0.0014172418914407171,,0.0014174637313459594,1677322301/1183326432915
-8,-5,0.0014154149039927269,,0.0014156068658700591,152284093/107575130265
